Xpos,Ypos,Zpos,DoneFlag
1.5159388,1.3173596,1.3586183,false
1.4349545,1.2852381,1.2951015,false
1.3538511,1.2530981,1.2287692,false
1.2726278,1.2209392,1.1596141,false
1.1912845,1.1887616,1.087629,false
1.1098208,1.1565651,1.0128064,false
1.0282363,1.1243498,0.9351385,false
0.9465307,1.0921156,0.85461706,false
0.8647036,1.0598626,0.7712335,false
0.7827546,1.0275908,0.684979,false
0.7006834,0.9952999,0.5958445,false
0.6184897,0.9629901,0.5038204,false
0.5361729,0.9306614,0.4088969,false
0.45373288,0.89831364,0.3110638,false
0.37116912,0.8659469,0.21031058,false
0.28848132,0.8335611,0.10662639,false
0.20566908,0.8011563,0.0,true
0.47588712,0.7321006,-0.00014749344,false
0.37630555,0.69201636,0.0026376257,false
0.2765434,0.651903,0.0026868337,false
0.1766,0.6117603,0.0,true
3.5924451,2.1447992,-0.029605076,false
3.5199182,2.1158717,0.037552804,false
3.4472957,2.0869288,0.10205026,false
3.374577,2.0579708,0.16388117,false
3.3017623,2.0289974,0.22303967,false
3.228851,2.000009,0.27952015,false
3.155843,1.9710052,0.33331725,false
3.0827382,1.9419862,0.38442582,false
3.009536,1.9129518,0.432841,false
2.9362364,1.8839021,0.4785582,false
2.862839,1.8548371,0.52157307,false
2.7893436,1.8257568,0.5618815,false
2.7157497,1.796661,0.5994797,false
2.6420577,1.76755,0.634364,false
2.5682666,1.7384235,0.66653126,false
2.4943764,1.7092816,0.6959783,false
2.420387,1.6801243,0.7227024,false
2.346298,1.6509515,0.746701,false
2.272109,1.6217632,0.76797193,false
2.19782,1.5925596,0.78651315,false
2.1234305,1.5633403,0.80232304,false
2.0489404,1.5341057,0.8154001,false
1.9743493,1.5048554,0.8257432,false
1.8996569,1.4755896,0.83335143,false
1.8248631,1.4463084,0.8382242,false
1.7499673,1.4170115,0.8403611,false
1.6749697,1.387699,0.83976215,false
1.5998696,1.3583709,0.83642703,false
1.524667,1.3290272,0.83035535,false
1.4493614,1.2996678,0.8215464,false
1.3739527,1.2702928,0.809999,false
1.2984405,1.2409021,0.79571205,false
1.2228246,1.2114958,0.77868396,false
1.1471046,1.1820736,0.7589128,false
1.0712802,1.1526358,0.7363966,false
0.9953513,1.1231823,0.7111329,false
0.9193175,1.0937129,0.683119,false
0.8431785,1.0642278,0.65235204,false
0.766934,1.034727,0.6188288,false
0.6905837,1.0052103,0.5825457,false
0.6141274,0.9756778,0.54349905,false
0.5375647,0.94612944,0.5016848,false
0.4608953,0.9165652,0.45709854,false
0.38411897,0.8869851,0.40973565,false
0.3072354,0.8573891,0.35959125,false
0.23024425,0.8277772,0.3066601,false
0.15314524,0.7981494,0.2509367,false
0.07593807,0.76850563,0.19241521,false
-0.0013775644,0.7388459,0.1310896,false
-0.078801975,0.70917016,0.06695342,false
-0.15633546,0.67947847,0.0,true
2.2267227,0.8284323,-0.034260094,false
2.1631289,0.8225875,0.01572732,false
2.0994616,0.81674206,0.06301941,false
2.0357203,0.810896,0.10761166,false
1.9719055,0.80504936,0.14949985,false
1.9080163,0.799202,0.18867998,false
1.844053,0.79335415,0.22514834,false
1.7800153,0.78750557,0.25890145,false
1.715903,0.78165644,0.28993613,false
1.651716,0.77580667,0.31824943,false
1.587454,0.7699563,0.34383872,false
1.5231168,0.76410526,0.36670157,false
1.4587045,0.75825363,0.38683587,false
1.3942167,0.75240135,0.40423977,false
1.3296531,0.7465485,0.41891164,false
1.2650138,0.74069494,0.4308502,false
1.2002985,0.7348408,0.4400544,false
1.1355071,0.7289861,0.44652343,false
1.0706393,0.7231307,0.4502568,false
1.0056949,0.7172747,0.45125428,false
0.9406738,0.7114181,0.4495158,false
0.87557584,0.70556086,0.44504103,false
0.8104008,0.69970304,0.4378294,false
0.7451485,0.69384456,0.4278801,false
0.67981875,0.6879854,0.41519195,false
0.61441135,0.6821257,0.39976355,false
0.5489262,0.67626536,0.3815933,false
0.483363,0.6704044,0.36067915,false
0.41772163,0.6645428,0.33701894,false
0.3520019,0.65868056,0.31061018,false
0.2862036,0.6528177,0.28145006,false
0.22032656,0.64695424,0.24953558,false
0.15437059,0.64109015,0.21486335,false
0.088335484,0.6352254,0.1774298,false
0.022221062,0.6293601,0.13723099,false
-0.04397286,0.62349415,0.09426279,false
-0.11024648,0.61762756,0.04852071,false
-0.1766,0.6117603,0.0,true
2.296051,0.928741,-0.029063238,false
2.2372398,0.9201979,0.020785945,false
2.1783655,0.91165346,0.067939565,false
2.1194284,0.9031077,0.112393126,false
2.060428,0.8945606,0.15414241,false
2.0013642,0.8860122,0.19318344,false
1.9422371,0.87746245,0.2295125,false
1.8830465,0.8689114,0.26312616,false
1.8237921,0.86035895,0.29402122,false
1.7644739,0.85180527,0.32219478,false
1.7050917,0.8432502,0.34764418,false
1.6456453,0.83469385,0.37036702,false
1.5861347,0.8261361,0.39036122,false
1.5265597,0.81757706,0.40762493,false
1.4669201,0.8090167,0.42215654,false
1.407216,0.80045503,0.43395478,false
1.3474469,0.791892,0.4430186,false
1.2876129,0.78332764,0.4493472,false
1.2277137,0.7747619,0.45294017,false
1.1677494,0.76619494,0.4537972,false
1.1077197,0.75762653,0.45191827,false
1.0476243,0.7490569,0.44730306,false
0.9874634,0.74048585,0.43995094,false
0.9272366,0.7319135,0.42986107,false
0.8669439,0.7233398,0.4170323,false
0.8065851,0.7147648,0.40146324,false
0.74616,0.70618844,0.38315216,false
0.68566847,0.69761074,0.36209714,false
0.62511045,0.6890317,0.3382959,false
0.5644857,0.68045133,0.311746,false
0.5037942,0.67186964,0.2824446,false
0.44303563,0.6632866,0.25038862,false
0.38220996,0.65470225,0.21557476,false
0.321317,0.64611655,0.17799936,false
0.2603566,0.6375295,0.13765852,false
0.19932865,0.6289411,0.094548054,false
0.13823295,0.6203514,0.048663467,false
0.07706936,0.6117603,0.0,true
0.406159,1.620918,-0.019378722,false
0.36180127,1.5738751,0.0010539962,false
0.31740776,1.5267919,0.018756488,false
0.27297843,1.4796685,0.033727136,false
0.22851323,1.4325048,0.04596459,false
0.18401209,1.3853005,0.055467773,false
0.13947496,1.3380557,0.062235877,false
0.09490177,1.2907704,0.06626836,false
0.05029248,1.2434444,0.06756497,false
0.0056470237,1.1960778,0.06612563,false
-0.03903466,1.1486704,0.061950058,false
-0.08375263,1.1012222,0.05503771,false
-0.12850694,1.0537329,0.045387764,false
-0.17329766,1.0062027,0.03299912,false
-0.21812484,0.95863146,0.017870413,false
-0.26298854,0.911019,0.0,true
5.4889216,5.73431,-0.06496795,false
5.3838606,5.6396427,0.004189297,false
5.278598,5.5448117,0.070690885,false
5.1731334,5.449817,0.13453051,false
5.0674667,5.3546586,0.19570214,false
4.961596,5.2593346,0.25419992,false
4.8555217,5.1638455,0.31001836,false
4.7492423,5.0681906,0.3631521,false
4.642757,4.9723687,0.4135961,false
4.536065,4.87638,0.46134555,false
4.4291663,4.780223,0.50639594,false
4.3220587,4.683898,0.54874295,false
4.2147427,4.587404,0.58838254,false
4.1072164,4.4907403,0.62531096,false
3.9994798,4.3939066,0.65952474,false
3.8915317,4.296902,0.6910206,false
3.7833714,4.199726,0.7197956,false
3.6749978,4.1023784,0.745847,false
3.5664103,4.004858,0.7691723,false
3.4576082,3.9071646,0.7897694,false
3.3485901,3.8092973,0.80763644,false
3.2393558,3.7112556,0.82277167,false
3.129904,3.6130388,0.83517385,false
3.0202339,3.5146463,0.8448417,false
2.9103448,3.4160776,0.85177463,false
2.8002357,3.3173318,0.8559719,false
2.6899056,3.2184086,0.8574333,false
2.5793538,3.1193073,0.8561588,false
2.4685793,3.020027,0.85214806,false
2.3575814,2.920567,0.8454006,false
2.2463589,2.8209271,0.83591557,false
2.134911,2.7211065,0.82369196,false
2.023237,2.6211042,0.80872834,false
1.9113356,2.52092,0.79102314,false
1.799206,2.4205527,0.77057445,false
1.6868474,2.3200023,0.7473801,false
1.5742589,2.2192676,0.7214376,false
1.4614394,2.1183481,0.69274426,false
1.348388,2.0172431,0.661297,false
1.2351036,1.915952,0.62709266,false
1.1215855,1.814474,0.59012765,false
1.0078325,1.7128084,0.55039805,false
0.8938438,1.6109545,0.50789976,false
0.7796183,1.5089118,0.46262836,false
0.6651552,1.4066795,0.41457918,false
0.55045325,1.3042567,0.3637472,false
0.4355116,1.2016429,0.31012714,false
0.32032922,1.0988374,0.25371343,false
0.2049051,0.9958393,0.19450018,false
0.089238204,0.892648,0.13248122,false
-0.026672468,0.7892628,0.06765009,false
-0.14282796,0.68568283,0.0,true
2.8456242,3.3817368,-0.06143288,false
2.7887113,3.324229,0.002399341,false
2.7317398,3.2666614,0.06356353,false
2.674709,3.2090335,0.12205389,false
2.6176193,3.151345,0.17786486,false
2.56047,3.0935962,0.23099113,false
2.5032616,3.0357866,0.28142765,false
2.4459937,2.9779165,0.3291696,false
2.388666,2.9199853,0.37421247,false
2.3312786,2.861993,0.41655198,false
2.2738314,2.8039398,0.45618403,false
2.216324,2.745825,0.49310493,false
2.1587567,2.687649,0.52731115,false
2.101129,2.6294115,0.55879945,false
2.043441,2.5711124,0.58756685,false
1.9856924,2.5127513,0.6136107,false
1.9278831,2.4543283,0.63692844,false
1.8700132,2.3958433,0.65751797,false
1.8120823,2.337296,0.67537737,false
1.7540904,2.2786863,0.690505,false
1.6960374,2.2200143,0.7028996,false
1.6379231,2.1612797,0.7125599,false
1.5797473,2.1024823,0.71948516,false
1.52151,2.043622,0.72367483,false
1.463211,1.9846989,0.72512865,false
1.4048504,1.9257125,0.7238465,false
1.3464277,1.8666629,0.7198282,false
1.2879429,1.8075498,0.71307313,false
1.229396,1.7483732,0.7035805,false
1.1707866,1.6891329,0.69134927,false
1.1121149,1.6298288,0.676378,false
1.0533806,1.5704608,0.6586652,false
0.99458355,1.5110286,0.63820887,false
0.9357236,1.4515324,0.61500686,false
0.87680066,1.3919716,0.58905673,false
0.8178146,1.3323463,0.5603557,false
0.7587653,1.2726564,0.52890086,false
0.69965255,1.2129018,0.49468884,false
0.6404762,1.1530821,0.45771614,false
0.5812363,1.0931975,0.41797882,false
0.5219325,1.0332476,0.37547284,false
0.4625648,0.9732323,0.33019376,false
0.40313298,0.91315156,0.28213686,false
0.3436369,0.8530052,0.23129712,false
0.28407648,0.79279304,0.1776693,false
0.22445156,0.7325149,0.121247806,false
0.16476199,0.6721707,0.062026765,false
0.10500762,0.6117603,0.0,true
2.705684,4.351816,-0.05242391,false
2.6538315,4.28713,0.016494898,false
2.6019304,4.2223673,0.082757466,false
2.5499802,4.1575284,0.14635752,false
2.4979808,4.092613,0.20728903,false
2.4459326,4.0276213,0.2655462,false
2.3938348,3.9625528,0.32112354,false
2.341688,3.897407,0.3740157,false
2.2894914,3.832184,0.42421767,false
2.2372456,3.7668839,0.47172472,false
2.1849499,3.701506,0.51653224,false
2.1326046,3.6360502,0.55863607,false
2.0802095,3.5705168,0.5980321,false
2.0277646,3.5049052,0.6347167,false
1.9752694,3.4392152,0.6686863,false
1.9227244,3.3734467,0.6999377,false
1.870129,3.3075998,0.72846794,false
1.8174834,3.2416737,0.75427437,false
1.7647874,3.1756687,0.7773546,false
1.7120409,3.1095843,0.79770637,false
1.659244,3.0434208,0.8153279,false
1.6063962,2.9771774,0.83021754,false
1.5534977,2.9108543,0.8423739,false
1.5005482,2.8444512,0.85179603,false
1.4475479,2.7779677,0.858483,false
1.3944964,2.711404,0.8624344,false
1.341394,2.6447597,0.8636499,false
1.2882401,2.5780346,0.86212945,false
1.2350348,2.5112286,0.8578727,false
1.1817781,2.4443412,0.85087925,false
1.1284698,2.3773725,0.84114814,false
1.07511,2.3103223,0.82867825,false
1.0216982,2.2431903,0.8134683,false
0.9682347,2.1759763,0.79551655,false
0.9147192,2.10868,0.77482116,false
0.86115164,2.0413015,0.75137985,false
0.8075319,1.9738405,0.7251902,false
0.7538599,1.9062965,0.6962494,false
0.70013547,1.8386697,0.66455454,false
0.6463586,1.7709596,0.6301022,false
0.5925291,1.7031661,0.59288883,false
0.538647,1.635289,0.5529105,false
0.4847121,1.5673281,0.5101631,false
0.4307243,1.4992832,0.4646423,false
0.3766835,1.4311541,0.41634315,false
0.3225896,1.3629405,0.36526078,false
0.26844254,1.2946423,0.31138983,false
0.21424213,1.2262594,0.2547247,false
0.15998833,1.1577913,0.19525953,false
0.10568102,1.0892378,0.13298807,false
0.051320076,1.0205989,0.06790382,false
-0.003094593,0.9518744,0.0,true
0.7267313,1.3884073,-0.00793582,false
0.673864,1.3616792,0.0077689486,false
0.6209459,1.3349382,0.02074086,false
0.5679769,1.308184,0.030978762,false
0.51495683,1.281417,0.038481776,false
0.4618857,1.2546369,0.04324929,false
0.40876335,1.2278438,0.045280967,false
0.3555897,1.2010376,0.044576727,false
0.30236462,1.1742184,0.041136358,false
0.24908806,1.1473862,0.034959387,false
0.19575989,1.1205409,0.026045065,false
0.14238003,1.0936824,0.014392368,false
0.08894836,1.0668108,0.0,true
1.4880056,1.5938166,-0.009634405,false
1.4221532,1.5851636,0.02084208,false
1.356222,1.5765091,0.048596628,false
1.2902117,1.5678533,0.07362664,false
1.2241222,1.5591961,0.095929764,false
1.1579531,1.5505376,0.11550392,false
1.0917045,1.5418776,0.13234733,false
1.025376,1.5332164,0.14645843,false
0.95896745,1.5245538,0.15783598,false
0.89247876,1.5158898,0.16647896,false
0.8259096,1.5072243,0.17238666,false
0.7592599,1.4985577,0.17555864,false
0.6925293,1.4898896,0.17599472,false
0.6257178,1.4812201,0.17369479,false
0.5588251,1.4725493,0.16865848,false
0.49185097,1.4638771,0.16088517,false
0.42479527,1.4552037,0.15037394,false
0.35765776,1.4465287,0.13712361,false
0.29043826,1.4378524,0.12113274,false
0.2231366,1.4291748,0.10239959,false
0.15575254,1.4204957,0.08092215,false
0.088285886,1.4118154,0.056698155,false
0.020736434,1.4031336,0.02972505,false
-0.046896018,1.3944505,0.0,true
0.19025315,0.68267524,-0.00024851004,false
0.18342699,0.6472292,0.0012437145,false
0.1766,0.6117603,0.0,true
0.24729112,0.90823436,-0.0047940724,false
0.20745772,0.8712623,0.0053800996,false
0.16759549,0.83426535,0.012819365,false
0.12770438,0.79724354,0.017523121,false
0.087784365,0.76019686,0.019491035,false
0.047835384,0.7231252,0.01872303,false
0.007857404,0.6860286,0.015218889,false
-0.032149617,0.64890695,0.008978131,false
-0.072185725,0.6117603,0.0,true
3.599386,4.1935263,-0.04977513,false
3.529161,4.1267986,0.02041181,false
3.4588463,4.0599904,0.087945595,false
3.3884416,3.9931011,0.15281984,false
3.3179467,3.9261303,0.2150284,false
3.2473617,3.859078,0.27456537,false
3.1766856,3.7919438,0.33142507,false
3.105919,3.7247276,0.38560215,false
3.0350611,3.6574292,0.4370914,false
2.964112,3.5900486,0.48588794,false
2.8930712,3.5225852,0.53198713,false
2.8219388,3.455039,0.5753846,false
2.750714,3.38741,0.61607623,false
2.679397,3.3196976,0.6540581,false
2.6079876,3.251902,0.68932664,false
2.5364854,3.1840227,0.72187847,false
2.4648902,3.1160595,0.75171053,false
2.3932018,3.0480125,0.77882004,false
2.32142,2.979881,0.8032044,false
